BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
4066;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
4067;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4068;05APR1996:00:00:00;B;31DEC9999:00:00:00;150
4069;05APR1996:00:00:00;B;31DEC9999:00:00:00;450
4070;05APR1996:00:00:00;B;31DEC9999:00:00:00;600
286;30JUL1997:00:00:00;B;08MAY2019:00:00:00;95
287;30JUL1997:00:00:00;B;09MAY2019:00:00:00;60
288;30JUL1997:00:00:00;B;09MAY2019:00:00:00;145
289;30JUL1997:00:00:00;B;09MAY2019:00:00:00;50
290;30JUL1997:00:00:00;B;08MAY2019:00:00:00;60
316;28JAN2004:00:00:00;B;07FEB2009:00:00:00;40
316;08FEB2009:00:00:00;B;31DEC9999:00:00:00;30
320;11NOV2007:00:00:00;B;26NOV2009:00:00:00;65
320;27NOV2009:00:00:00;B;12APR2014:00:00:00;65
320;13APR2014:00:00:00;B;31MAR2017:00:00:00;63
320;01APR2017:00:00:00;B;31MAR2019:00:00:00;60
321;28JAN2004:00:00:00;B;31DEC9999:00:00:00;35
322;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
322;11FEB2011:00:00:00;B;12APR2014:00:00:00;55
322;13APR2014:00:00:00;B;31MAR2017:00:00:00;52
322;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
323;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
323;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
323;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
323;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
324;28JAN2004:00:00:00;B;31MAR2019:00:00:00;35
325;30MAR1997:00:00:00;B;31MAR2017:00:00:00;70
325;01APR2017:00:00:00;B;31DEC9999:00:00:00;65
327;05AUG1997:00:00:00;B;31MAR2017:00:00:00;70
327;01APR2017:00:00:00;B;31DEC9999:00:00:00;65
328;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70
330;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
330;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
330;17APR2013:00:00:00;B;19APR2016:00:00:00;51
330;20APR2016:00:00:00;B;13APR2018:00:00:00;50
332;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
332;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
332;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
333;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70
333;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
333;11FEB2011:00:00:00;B;31DEC9999:00:00:00;55
334;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
334;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
334;17APR2013:00:00:00;B;19APR2016:00:00:00;51
334;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
335;27MAR1997:00:00:00;B;18JAN2010:00:00:00;70
335;19JAN2010:00:00:00;B;10FEB2011:00:00:00;60
335;11FEB2011:00:00:00;B;31DEC9999:00:00:00;50
340;01JAN1996:00:00:00;B;07FEB2009:00:00:00;70
340;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65
343;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
343;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
343;17APR2013:00:00:00;B;19APR2016:00:00:00;51
343;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
350;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
350;11FEB2011:00:00:00;B;31JAN2019:00:00:00;60
351;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
351;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
351;13APR2014:00:00:00;B;31MAR2017:00:00:00;55
351;01APR2017:00:00:00;B;01FEB2019:00:00:00;50
352;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70
352;11FEB2011:00:00:00;B;01FEB2019:00:00:00;60
353;12OCT1997:00:00:00;B;13APR2018:00:00:00;70
354;12OCT1997:00:00:00;B;13APR2018:00:00:00;70
357;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
357;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
357;17APR2013:00:00:00;B;12APR2014:00:00:00;55
357;13APR2014:00:00:00;B;13APR2018:00:00:00;51
358;28JAN2004:00:00:00;B;18JAN2010:00:00:00;80
358;19JAN2010:00:00:00;B;31DEC9999:00:00:00;70
364;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
388;30NOV2003:00:00:00;B;07FEB2009:00:00:00;70
388;08FEB2009:00:00:00;B;10FEB2011:00:00:00;60
388;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55
388;15MAR2011:00:00:00;B;30JAN2012:00:00:00;55
388;31JAN2012:00:00:00;B;12APR2014:00:00:00;54
388;13APR2014:00:00:00;B;19APR2016:00:00:00;52
388;20APR2016:00:00:00;B;31MAR2017:00:00:00;51
388;01APR2017:00:00:00;B;31MAR2019:00:00:00;50
389;30NOV2003:00:00:00;B;10FEB2011:00:00:00;180
389;11FEB2011:00:00:00;B;14MAR2011:00:00:00;160
389;15MAR2011:00:00:00;B;13APR2018:00:00:00;160
390;30NOV2003:00:00:00;B;10FEB2011:00:00:00;270
390;11FEB2011:00:00:00;B;14MAR2011:00:00:00;240
390;15MAR2011:00:00:00;B;13APR2018:00:00:00;240
392;01JAN1996:00:00:00;B;10FEB2011:00:00:00;70
392;11FEB2011:00:00:00;B;14MAR2011:00:00:00;55
392;15MAR2011:00:00:00;B;31DEC9999:00:00:00;55
407;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
412;11DEC2005:00:00:00;B;07FEB2009:00:00:00;60
412;08FEB2009:00:00:00;B;13APR2018:00:00:00;40
413;11DEC2005:00:00:00;B;31DEC9999:00:00:00;20
455;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
461;28JAN2004:00:00:00;B;31DEC9999:00:00:00;70
462;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
462;11FEB2011:00:00:00;B;12APR2014:00:00:00;60
462;13APR2014:00:00:00;B;13APR2018:00:00:00;55
463;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120
466;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
467;28JAN2004:00:00:00;B;31DEC9999:00:00:00;60
468;28JAN2004:00:00:00;B;31DEC9999:00:00:00;80
472;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
472;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
472;17APR2013:00:00:00;B;19APR2016:00:00:00;51
472;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
473;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65
473;11FEB2011:00:00:00;B;16APR2013:00:00:00;58
473;17APR2013:00:00:00;B;19APR2016:00:00:00;51
473;20APR2016:00:00:00;B;31MAR2019:00:00:00;50
476;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120
476;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100
476;19JAN2010:00:00:00;B;10FEB2011:00:00:00;85
476;11FEB2011:00:00:00;B;31MAR2017:00:00:00;75
476;01APR2017:00:00:00;B;31DEC9999:00:00:00;73
477;13FEB2004:00:00:00;B;07FEB2009:00:00:00;140
477;08FEB2009:00:00:00;B;31DEC9999:00:00:00;130
478;28JAN2004:00:00:00;B;31DEC9999:00:00:00;140
514;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
514;08FEB2009:00:00:00;B;18JAN2010:00:00:00;15
514;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
514;11FEB2011:00:00:00;B;30JAN2012:00:00:00;8
514;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
514;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
516;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
516;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10
516;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8
516;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8
516;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
516;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
517;30MAR1997:00:00:00;B;07FEB2009:00:00:00;20
517;08FEB2009:00:00:00;B;10FEB2011:00:00:00;10
517;11FEB2011:00:00:00;B;17JUN2011:00:00:00;10
517;18JUN2011:00:00:00;B;30JAN2012:00:00:00;10
517;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
517;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
519;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
519;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
519;11FEB2011:00:00:00;B;17JUN2011:00:00:00;8
519;18JUN2011:00:00:00;B;30JAN2012:00:00:00;8
519;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
519;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
521;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
521;19JAN2010:00:00:00;B;10FEB2011:00:00:00;10
521;11FEB2011:00:00:00;B;30JAN2012:00:00:00;10
521;31JAN2012:00:00:00;B;31MAR2017:00:00:00;7
521;01APR2017:00:00:00;B;31DEC9999:00:00:00;7
522;04JUL2006:00:00:00;B;07FEB2009:00:00:00;22
522;08FEB2009:00:00:00;B;10FEB2011:00:00:00;20
522;11FEB2011:00:00:00;B;17JUN2011:00:00:00;15
522;18JUN2011:00:00:00;B;30JAN2012:00:00:00;15
522;31JAN2012:00:00:00;B;16APR2013:00:00:00;14
522;17APR2013:00:00:00;B;19APR2016:00:00:00;11
522;20APR2016:00:00:00;B;31DEC9999:00:00:00;10
523;01JAN1996:00:00:00;B;07FEB2009:00:00:00;60
523;08FEB2009:00:00:00;B;31DEC9999:00:00:00;55
524;11NOV2007:00:00:00;B;07FEB2009:00:00:00;25
524;08FEB2009:00:00:00;B;18JAN2010:00:00:00;20
524;19JAN2010:00:00:00;B;30JAN2012:00:00:00;20
524;31JAN2012:00:00:00;B;16APR2013:00:00:00;10
524;17APR2013:00:00:00;B;31MAR2017:00:00:00;9
524;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
530;11DEC2005:00:00:00;B;07FEB2009:00:00:00;30
530;08FEB2009:00:00:00;B;18JAN2010:00:00:00;25
530;19JAN2010:00:00:00;B;10FEB2011:00:00:00;20
530;11FEB2011:00:00:00;B;30JAN2012:00:00:00;15
530;31JAN2012:00:00:00;B;31DEC9999:00:00:00;7
532;11DEC2005:00:00:00;B;18JAN2010:00:00:00;10
532;19JAN2010:00:00:00;B;10FEB2011:00:00:00;8
532;11FEB2011:00:00:00;B;31MAR2017:00:00:00;7
532;01APR2017:00:00:00;B;31DEC9999:00:00:00;6
534;01JAN1996:00:00:00;B;18JAN2010:00:00:00;50
534;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40
534;11FEB2011:00:00:00;B;31DEC9999:00:00:00;30
536;11DEC2005:00:00:00;B;18JAN2010:00:00:00;50
536;19JAN2010:00:00:00;B;10FEB2011:00:00:00;40
536;11FEB2011:00:00:00;B;31DEC9999:00:00:00;35
537;01JAN1996:00:00:00;B;31DEC9999:00:00:00;65
547;11DEC2005:00:00:00;B;31DEC9999:00:00:00;30
548;11NOV2007:00:00:00;B;18JAN2010:00:00:00;15
548;19JAN2010:00:00:00;B;10FEB2011:00:00:00;12
548;11FEB2011:00:00:00;B;30JAN2012:00:00:00;9
548;31JAN2012:00:00:00;B;13JUL2017:00:00:00;7
552;11DEC2005:00:00:00;B;07FEB2009:00:00:00;10
552;08FEB2009:00:00:00;B;31DEC9999:00:00:00;5
969;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100
969;19JAN2010:00:00:00;B;31DEC9999:00:00:00;80
983;11NOV2007:00:00:00;B;18JAN2010:00:00:00;70
983;19JAN2010:00:00:00;B;10FEB2011:00:00:00;65
983;11FEB2011:00:00:00;B;31DEC9999:00:00:00;60
990;11DEC2005:00:00:00;B;31DEC9999:00:00:00;60
991;11DEC2005:00:00:00;B;31DEC9999:00:00:00;80
992;11DEC2005:00:00:00;B;18JAN2010:00:00:00;70
992;19JAN2010:00:00:00;B;31DEC9999:00:00:00;50
996;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45
996;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40
996;27NOV2009:00:00:00;B;18JAN2010:00:00:00;40
996;19JAN2010:00:00:00;B;10FEB2011:00:00:00;36
996;11FEB2011:00:00:00;B;30JAN2012:00:00:00;34
996;31JAN2012:00:00:00;B;12APR2014:00:00:00;30
996;13APR2014:00:00:00;B;19APR2016:00:00:00;27
996;20APR2016:00:00:00;B;31MAR2017:00:00:00;26
996;01APR2017:00:00:00;B;13APR2018:00:00:00;21
999;11NOV2007:00:00:00;B;10FEB2011:00:00:00;85
999;11FEB2011:00:00:00;B;30JAN2012:00:00:00;80
999;31JAN2012:00:00:00;B;31MAR2019:00:00:00;75
1000;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1001;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1002;18JUN2011:00:00:00;B;31DEC9999:00:00:00;140
1011;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1013;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
1014;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1015;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1016;11JUL2013:00:00:00;B;18APR2016:00:00:00;25
1016;19APR2016:00:00:00;B;31DEC9999:00:00:00;25
1017;11JUL2013:00:00:00;B;18APR2016:00:00:00;25
1017;19APR2016:00:00:00;B;31DEC9999:00:00:00;25
1018;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1019;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200
1020;11JUL2013:00:00:00;B;31DEC9999:00:00:00;200
1021;11JUL2013:00:00:00;B;31DEC9999:00:00:00;30
1022;11JUL2013:00:00:00;B;31DEC9999:00:00:00;60
1024;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150
1025;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1026;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1027;11JUL2013:00:00:00;B;31DEC9999:00:00:00;50
1028;11JUL2013:00:00:00;B;31DEC9999:00:00:00;40
1029;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1030;11JUL2013:00:00:00;B;31DEC9999:00:00:00;100
1031;11JUL2013:00:00:00;B;31DEC9999:00:00:00;150
1032;11JUL2013:00:00:00;B;31DEC9999:00:00:00;25
1054;11NOV2007:00:00:00;B;31DEC9999:00:00:00;70
1101;30MAR1997:00:00:00;B;31DEC9999:00:00:00;100
1102;01JAN1996:00:00:00;B;31DEC9999:00:00:00;25
1103;01JAN1996:00:00:00;B;31DEC9999:00:00:00;300
1104;04JUL2006:00:00:00;B;18JAN2010:00:00:00;35
1104;19JAN2010:00:00:00;B;10FEB2011:00:00:00;34
1104;11FEB2011:00:00:00;B;30JAN2012:00:00:00;32
1104;31JAN2012:00:00:00;B;12APR2014:00:00:00;31
1104;13APR2014:00:00:00;B;31MAR2017:00:00:00;29
1104;01APR2017:00:00:00;B;13APR2018:00:00:00;27
1105;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100
1106;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
1107;04JUL2006:00:00:00;B;07FEB2009:00:00:00;20
1107;08FEB2009:00:00:00;B;17JUN2011:00:00:00;15
1107;18JUN2011:00:00:00;B;31DEC9999:00:00:00;15
1109;30MAR1997:00:00:00;B;18JAN2010:00:00:00;25
1109;19JAN2010:00:00:00;B;10FEB2011:00:00:00;22
1109;11FEB2011:00:00:00;B;31MAR2019:00:00:00;20
1110;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1111;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1112;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
1113;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1114;30MAR1997:00:00:00;B;31DEC9999:00:00:00;60
1115;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30
1116;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50
1117;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1118;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1119;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1120;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120
1122;01JAN1996:00:00:00;B;31DEC9999:00:00:00;80
1123;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60
1124;01JAN1996:00:00:00;B;18JAN2010:00:00:00;10
1124;19JAN2010:00:00:00;B;13APR2018:00:00:00;7
1125;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100
1126;30JUL1997:00:00:00;B;08MAY2019:00:00:00;100
1127;11NOV2007:00:00:00;B;10JUL2013:00:00:00;20
1127;11JUL2013:00:00:00;B;13APR2018:00:00:00;20
1128;29JUL2003:00:00:00;B;07FEB2009:00:00:00;60
1128;08FEB2009:00:00:00;B;10JUL2013:00:00:00;50
1128;11JUL2013:00:00:00;B;13APR2018:00:00:00;50
1131;12JUL1999:00:00:00;B;31DEC9999:00:00:00;65
1132;13FEB2004:00:00:00;B;07FEB2009:00:00:00;90
1132;08FEB2009:00:00:00;B;31MAR2017:00:00:00;80
1132;01APR2017:00:00:00;B;31DEC9999:00:00:00;70
1133;11DEC2005:00:00:00;B;07FEB2009:00:00:00;35
1133;08FEB2009:00:00:00;B;18JAN2010:00:00:00;31
1133;19JAN2010:00:00:00;B;10FEB2011:00:00:00;28
1133;11FEB2011:00:00:00;B;30JAN2012:00:00:00;24
1133;31JAN2012:00:00:00;B;18SEP2019:00:00:00;15
1134;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1134;08FEB2009:00:00:00;B;10FEB2011:00:00:00;90
1134;11FEB2011:00:00:00;B;12APR2014:00:00:00;85
1134;13APR2014:00:00:00;B;31MAR2017:00:00:00;83
1134;01APR2017:00:00:00;B;31DEC9999:00:00:00;80
1135;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1135;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90
1135;19JAN2010:00:00:00;B;19APR2016:00:00:00;80
1135;20APR2016:00:00:00;B;31MAR2017:00:00:00;78
1135;01APR2017:00:00:00;B;13APR2018:00:00:00;75
1136;28JAN2004:00:00:00;B;07FEB2009:00:00:00;80
1136;08FEB2009:00:00:00;B;31MAR2019:00:00:00;70
1137;28JAN2004:00:00:00;B;07FEB2009:00:00:00;70
1137;08FEB2009:00:00:00;B;31DEC9999:00:00:00;65
1138;28JAN2004:00:00:00;B;07FEB2009:00:00:00;100
1138;08FEB2009:00:00:00;B;19APR2016:00:00:00;90
1138;20APR2016:00:00:00;B;31DEC9999:00:00:00;85
1139;11NOV2007:00:00:00;B;07FEB2009:00:00:00;100
1139;08FEB2009:00:00:00;B;18JAN2010:00:00:00;90
1139;19JAN2010:00:00:00;B;10FEB2011:00:00:00;80
1139;11FEB2011:00:00:00;B;30JAN2012:00:00:00;75
1139;31JAN2012:00:00:00;B;16APR2013:00:00:00;65
1139;17APR2013:00:00:00;B;12APR2014:00:00:00;49
1139;13APR2014:00:00:00;B;03SEP2014:00:00:00;42
1139;04SEP2014:00:00:00;B;19APR2016:00:00:00;42
1139;20APR2016:00:00:00;B;31MAR2017:00:00:00;40
1139;01APR2017:00:00:00;B;13APR2018:00:00:00;39
1140;02AUG2002:00:00:00;B;19APR2016:00:00:00;35
1140;20APR2016:00:00:00;B;13APR2018:00:00:00;34
1141;05AUG1997:00:00:00;B;07FEB2009:00:00:00;50
1141;08FEB2009:00:00:00;B;10FEB2011:00:00:00;45
1141;11FEB2011:00:00:00;B;30JAN2012:00:00:00;42
1141;31JAN2012:00:00:00;B;12APR2014:00:00:00;40
1141;13APR2014:00:00:00;B;13APR2018:00:00:00;39
1145;01DEC1998:00:00:00;B;12APR2014:00:00:00;40
1145;13APR2014:00:00:00;B;19APR2016:00:00:00;39
1145;20APR2016:00:00:00;B;13APR2018:00:00:00;34
1146;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1149;28FEB2002:00:00:00;B;31DEC9999:00:00:00;20
1150;28FEB2002:00:00:00;B;12APR2014:00:00:00;100
1150;13APR2014:00:00:00;B;31DEC9999:00:00:00;95
1151;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1152;01JAN1996:00:00:00;B;31DEC9999:00:00:00;35
1153;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1154;01JAN1996:00:00:00;B;31DEC9999:00:00:00;15
1155;01JAN1996:00:00:00;B;31DEC9999:00:00:00;20
1156;11JUL1999:00:00:00;B;31DEC9999:00:00:00;20
1180;01JAN1996:00:00:00;B;07FEB2009:00:00:00;400
1180;08FEB2009:00:00:00;B;31DEC9999:00:00:00;380
1181;01JAN1996:00:00:00;B;31DEC9999:00:00:00;700
1183;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70
1200;28JAN2004:00:00:00;B;10FEB2011:00:00:00;50
1200;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40
1201;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1201;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1202;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1202;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1203;28JAN2004:00:00:00;B;31MAR2019:00:00:00;80
1204;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1204;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1205;28JAN2004:00:00:00;B;10FEB2011:00:00:00;55
1205;11FEB2011:00:00:00;B;13APR2018:00:00:00;51
1206;28JAN2004:00:00:00;B;18JAN2010:00:00:00;55
1206;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50
1206;11FEB2011:00:00:00;B;16APR2013:00:00:00;45
1206;17APR2013:00:00:00;B;31MAR2017:00:00:00;33
1206;01APR2017:00:00:00;B;13APR2018:00:00:00;28
